birdY,velocityY,pipeDistance,pipeHole,action
152.98678588867188,-56.666412353515625,83.73845672607422,173.15408325195312,0
99.23690795898438,-156.66641235351562,58.73855972290039,173.15408325195312,1
118.40372467041016,-6.6663970947265625,324.9880676269531,145.851318359375,0
89.65386962890625,-106.66635131835938,299.9886779785156,145.851318359375,1
133.82070922851562,43.33369827270508,274.9892883300781,145.851318359375,0
130.0709228515625,-56.66632080078125,249.9896697998047,145.851318359375,0
76.32111358642578,-156.66632080078125,224.98936462402344,145.851318359375,1
95.48797607421875,-6.6663055419921875,199.9890594482422,145.851318359375,1
189.65457153320312,143.33302307128906,174.98875427246094,145.851318359375,0
235.90443420410156,43.33305740356445,149.9884490966797,145.851318359375,0
232.15432739257812,-56.666961669921875,124.98820495605469,145.851318359375,0
178.4042205810547,-156.66696166992188,99.98835754394531,145.851318359375,1
197.57078552246094,-6.6669464111328125,74.98851013183594,145.851318359375,0
168.82069396972656,-106.66690063476562,341.6543273925781,180.4486846923828,1
212.9872589111328,43.33314895629883,316.6549377441406,180.4486846923828,0
209.23715209960938,-56.6668701171875,291.6555480957031,180.4486846923828,0
155.48704528808594,-156.6668701171875,266.6561584472656,180.4486846923828,1
174.6536102294922,-6.6668548583984375,241.65623474121094,180.4486846923828,0
145.9035186767578,-106.66680908203125,216.6559295654297,180.4486846923828,1
190.07012939453125,43.3332405090332,191.65562438964844,180.4486846923828,0
186.3201141357422,-56.666778564453125,166.6553192138672,180.4486846923828,0
132.57008361816406,-156.66677856445312,141.65501403808594,180.4486846923828,1
151.73675537109375,-6.6667633056640625,116.65492248535156,180.4486846923828,0
122.9867172241211,-106.66671752929688,91.65507507324219,180.4486846923828,1
167.1533660888672,43.33333206176758,66.65522766113281,180.4486846923828,0
163.4033660888672,-56.66668701171875,358.73724365234375,147.10757446289062,0
109.65338134765625,-156.66668701171875,333.73785400390625,147.10757446289062,1
128.82005310058594,-6.6666717529296875,308.73846435546875,147.10757446289062,1
222.98666381835938,143.33302307128906,283.73907470703125,147.10757446289062,0
269.2364501953125,43.33305740356445,258.73968505859375,147.10757446289062,0
265.4862365722656,-56.666961669921875,233.73947143554688,147.10757446289062,0
211.73611450195312,-156.66696166992188,208.73916625976562,147.10757446289062,1
230.90267944335938,-6.6669464111328125,183.73886108398438,147.10757446289062,0
202.152587890625,-106.66690063476562,158.73855590820312,147.10757446289062,1
246.31915283203125,43.33314895629883,133.73825073242188,147.10757446289062,0
242.5690460205078,-56.6668701171875,108.7383041381836,147.10757446289062,0
188.81893920898438,-156.6668701171875,83.73845672607422,147.10757446289062,1
207.98550415039062,-6.6668548583984375,58.73855972290039,147.10757446289062,0
179.23541259765625,-106.66680908203125,324.9880676269531,123.52913665771484,0
100.48528289794922,-206.66702270507812,299.9886779785156,123.52913665771484,1
94.65174102783203,-56.66704559326172,274.9892883300781,123.52913665771484,1
163.81814575195312,93.33281707763672,249.9896697998047,123.52913665771484,0
185.0679473876953,-6.6671600341796875,224.98936462402344,123.52913665771484,0
156.31773376464844,-106.6671142578125,199.9890594482422,123.52913665771484,1
200.48419189453125,43.33293533325195,174.98875427246094,123.52913665771484,0
196.73397827148438,-56.667083740234375,149.9884490966797,123.52913665771484,0
142.98377990722656,-156.66708374023438,124.98820495605469,123.52913665771484,1
162.15025329589844,-6.6670684814453125,99.98835754394531,123.52913665771484,0
133.40005493164062,-106.66702270507812,74.98851013183594,123.52913665771484,1
177.56655883789062,43.33302688598633,341.6543273925781,203.0015106201172,1
254.14590454101562,-88.33379364013672,216.6564178466797,200.0,0
184.56234741210938,-188.33392333984375,191.65611267089844,200.0,1
187.89537048339844,-38.333946228027344,166.6558074951172,200.0,0
143.3117218017578,-138.3339080810547,141.65550231933594,200.0,1
171.64474487304688,11.666136741638184,116.65541076660156,200.0,0
152.0611114501953,-88.33384704589844,91.65556335449219,200.0,1
205.39414978027344,61.66614532470703,66.65571594238281,200.0,0
210.81051635742188,-38.3338737487793,358.73724365234375,256.7802734375,1
196.71087646484375,43.33244705200195,191.65611267089844,200.0,0
192.96046447753906,-56.667572021484375,166.6558074951172,200.0,0
139.21006774902344,-156.66757202148438,141.65550231933594,200.0,1
158.37632751464844,-6.6675567626953125,116.65541076660156,200.0,0
129.62591552734375,-106.66751098632812,91.65556335449219,200.0,1
173.79217529296875,43.33253860473633,66.65571594238281,200.0,0
170.04176330566406,-56.66748046875,358.73724365234375,188.800048828125,0
246.71597290039062,43.33253860473633,191.65611267089844,200.0,0
242.96556091308594,-56.66748046875,166.6558074951172,200.0,0
189.2151641845703,-156.66748046875,141.65550231933594,200.0,1
208.3814239501953,-6.6674652099609375,116.65541076660156,200.0,0
179.63101196289062,-106.66741943359375,91.65556335449219,200.0,1
223.7973175048828,43.3326301574707,66.65571594238281,200.0,0
220.0469970703125,-56.667388916015625,358.73724365234375,154.74093627929688,0
166.2966766357422,-156.66738891601562,333.73785400390625,154.74093627929688,1
185.46302795410156,-6.6673736572265625,308.73846435546875,154.74093627929688,0
156.7126922607422,-106.66732788085938,283.73907470703125,154.74093627929688,1
200.87904357910156,43.33272171020508,258.73968505859375,154.74093627929688,0
197.1287384033203,-56.66729736328125,233.73947143554688,154.74093627929688,0
143.37843322753906,-156.66729736328125,208.73916625976562,154.74093627929688,1
162.5447998046875,-6.6672821044921875,183.73886108398438,154.74093627929688,0
133.79449462890625,-106.667236328125,158.73855590820312,154.74093627929688,1
177.9608612060547,43.33281326293945,133.73825073242188,154.74093627929688,0
174.21055603027344,-56.667205810546875,108.7383041381836,154.74093627929688,0
120.4603042602539,-156.66720581054688,83.73845672607422,154.74093627929688,1
139.62669372558594,-6.6671905517578125,58.73855972290039,154.74093627929688,0
110.87640380859375,-106.66714477539062,324.9880676269531,185.934326171875,1
155.04286193847656,43.33290481567383,299.9886779785156,185.934326171875,0
151.2926483154297,-56.6671142578125,274.9892883300781,185.934326171875,1
220.4590301513672,93.3327407836914,249.9896697998047,185.934326171875,0
241.70872497558594,-6.667236328125,224.98936462402344,185.934326171875,0
212.9584197998047,-106.66719055175781,199.9890594482422,185.934326171875,1
257.12481689453125,43.33284378051758,174.98875427246094,185.934326171875,0
253.37460327148438,-56.66717529296875,149.9884490966797,185.934326171875,0
199.6243896484375,-156.66717529296875,124.98820495605469,185.934326171875,1
218.79086303710938,-6.6671600341796875,99.98835754394531,185.934326171875,0
190.0406494140625,-106.6671142578125,74.98851013183594,185.934326171875,1
234.2071075439453,43.33293533325195,341.6543273925781,144.3916015625,0
230.45689392089844,-56.667083740234375,316.6549377441406,144.3916015625,0
176.70669555664062,-156.66708374023438,291.6555480957031,144.3916015625,0
73.72035217285156,-239.99998474121094,266.6561584472656,144.3916015625,1
52.05368423461914,-88.33332061767578,241.65623474121094,144.3916015625,1
105.38700103759766,61.66667938232422,216.6559295654297,144.3916015625,1
200.123046875,143.33302307128906,191.65562438964844,144.3916015625,0
246.37290954589844,43.33305740356445,166.6553192138672,144.3916015625,0
242.622802734375,-56.666961669921875,141.65501403808594,144.3916015625,0
188.87269592285156,-156.66696166992188,116.65492248535156,144.3916015625,1
208.0392608642578,-6.6669464111328125,91.65507507324219,144.3916015625,0
179.28916931152344,-106.66690063476562,66.65522766113281,144.3916015625,1
223.4557342529297,43.33314895629883,358.73724365234375,203.0127716064453,0
196.71273803710938,43.33266067504883,191.65611267089844,200.0,0
192.96243286132812,-56.6673583984375,166.6558074951172,200.0,1
262.1286926269531,93.3324966430664,141.65550231933594,200.0,0
283.3782958984375,-6.66748046875,116.65541076660156,200.0,0
254.6278839111328,-106.66743469238281,91.65556335449219,200.0,0
175.87745666503906,-206.6676483154297,66.65571594238281,200.0,1
170.0436248779297,-56.66767120361328,358.73724365234375,175.50111389160156,0
196.71580505371094,43.33305740356445,191.65611267089844,200.0,0
192.9656982421875,-56.666961669921875,166.6558074951172,200.0,0
139.21559143066406,-156.66696166992188,141.65550231933594,200.0,1
158.3821563720703,-6.6669464111328125,116.65541076660156,200.0,0
129.63206481933594,-106.66690063476562,91.65556335449219,200.0,1
173.7986297607422,43.33314895629883,66.65571594238281,200.0,0
170.04852294921875,-56.6668701171875,358.73724365234375,206.75991821289062,1
239.2150115966797,93.3329849243164,333.73785400390625,206.75991821289062,0
260.46484375,-6.6669921875,308.73846435546875,206.75991821289062,0
231.7146453857422,-106.66694641113281,283.73907470703125,206.75991821289062,1
275.881103515625,43.33308792114258,258.73968505859375,206.75991821289062,0
272.1308898925781,-56.66693115234375,233.73947143554688,206.75991821289062,0
218.38076782226562,-156.66693115234375,208.73916625976562,206.75991821289062,1
237.54733276367188,-6.6669158935546875,183.73886108398438,206.75991821289062,0
208.7972412109375,-106.6668701171875,158.73855590820312,206.75991821289062,1
252.96380615234375,43.33317947387695,133.73825073242188,206.75991821289062,0
249.21376037597656,-56.666839599609375,108.7383041381836,206.75991821289062,0
195.4636688232422,-156.66683959960938,83.73845672607422,206.75991821289062,1
214.63023376464844,-6.6668243408203125,58.73855972290039,206.75991821289062,0
185.88014221191406,-106.66677856445312,324.9880676269531,146.29470825195312,0
169.21566772460938,-56.666839599609375,191.65611267089844,200.0,1
238.38217163085938,93.33301544189453,166.6558074951172,200.0,0
259.63201904296875,-6.666961669921875,141.65550231933594,200.0,0
230.88186645507812,-106.66691589355469,116.65541076660156,200.0,0
152.13169860839844,-206.66712951660156,91.65556335449219,200.0,1
146.29815673828125,-56.667152404785156,66.65571594238281,200.0,1
215.4645233154297,93.33271026611328,358.73724365234375,167.51507568359375,0
236.71421813964844,-6.667266845703125,333.73785400390625,167.51507568359375,0
207.9639129638672,-106.66722106933594,308.73846435546875,167.51507568359375,0
129.2135772705078,-206.6674346923828,283.73907470703125,167.51507568359375,1
123.37984466552734,-56.667457580566406,258.73968505859375,167.51507568359375,1
192.5460662841797,93.33240509033203,233.73947143554688,167.51507568359375,0
213.795654296875,-6.667572021484375,208.73916625976562,167.51507568359375,0
185.04522705078125,-106.66752624511719,183.73886108398438,167.51507568359375,1
229.21148681640625,43.3325080871582,158.73855590820312,167.51507568359375,0
225.46107482910156,-56.667510986328125,133.73825073242188,167.51507568359375,0
171.71067810058594,-156.66751098632812,108.7383041381836,167.51507568359375,1
190.87693786621094,-6.6674957275390625,83.73845672607422,167.51507568359375,0
162.12652587890625,-106.66744995117188,58.73855972290039,167.51507568359375,1
206.29278564453125,43.33259963989258,324.9880676269531,184.63394165039062,0
202.54237365722656,-56.66741943359375,299.9886779785156,184.63394165039062,0
148.79202270507812,-156.66741943359375,274.9892883300781,184.63394165039062,1
167.95828247070312,-6.6674041748046875,249.9896697998047,184.63394165039062,0
139.20787048339844,-106.6673583984375,224.98936462402344,184.63394165039062,1
183.37420654296875,43.33269119262695,199.9890594482422,184.63394165039062,0
179.6239013671875,-56.667327880859375,174.98875427246094,184.63394165039062,0
125.87358856201172,-156.66732788085938,149.9884490966797,184.63394165039062,1
145.03994750976562,-6.6673126220703125,124.98820495605469,184.63394165039062,0
116.28964233398438,-106.66726684570312,99.98835754394531,184.63394165039062,1
160.45599365234375,43.33278274536133,74.98851013183594,184.63394165039062,0
156.7056884765625,-56.667236328125,341.6543273925781,239.1798095703125,1
225.87200927734375,93.3326187133789,316.6549377441406,239.1798095703125,0
247.1217041015625,-6.6673583984375,291.6555480957031,239.1798095703125,0
218.37139892578125,-106.66731262207031,266.6561584472656,239.1798095703125,1
262.53778076171875,43.33272171020508,241.65623474121094,239.1798095703125,0
258.787353515625,-56.66729736328125,216.6559295654297,239.1798095703125,0
205.0370635986328,-156.66729736328125,191.65562438964844,239.1798095703125,1
224.20343017578125,-6.6672821044921875,166.6553192138672,239.1798095703125,0
195.453125,-106.667236328125,141.65501403808594,239.1798095703125,1
239.61949157714844,43.33281326293945,116.65492248535156,239.1798095703125,0
235.8691864013672,-56.667205810546875,91.65507507324219,239.1798095703125,0
182.11892700195312,-156.66720581054688,66.65522766113281,239.1798095703125,1
201.28530883789062,-6.6671905517578125,358.73724365234375,232.03858947753906,0
172.5350341796875,-106.66714477539062,333.73785400390625,232.03858947753906,1
216.7014923095703,43.33290481567383,308.73846435546875,232.03858947753906,0
212.95127868652344,-56.6671142578125,283.73907470703125,232.03858947753906,0
159.20108032226562,-156.6671142578125,258.73968505859375,232.03858947753906,1
178.3675537109375,-6.6670989990234375,233.73947143554688,232.03858947753906,0
149.6173553466797,-106.66705322265625,208.73916625976562,232.03858947753906,1
193.7838134765625,43.3329963684082,183.73886108398438,232.03858947753906,0
190.03359985351562,-56.667022705078125,158.73855590820312,232.03858947753906,1
259.1999816894531,93.33283233642578,133.73825073242188,232.03858947753906,0
280.4497985839844,-6.667144775390625,108.7383041381836,232.03858947753906,0
251.6995849609375,-106.66709899902344,83.73845672607422,232.03858947753906,0
172.94932556152344,-206.6673126220703,58.73855972290039,232.03858947753906,1
167.11569213867188,-56.667335510253906,324.9880676269531,192.85105895996094,0
328.8016357421875,-6.6669921875,191.65611267089844,200.0,0
300.0514221191406,-106.66694641113281,166.6558074951172,200.0,0
221.3012237548828,-206.6671600341797,141.65550231933594,200.0,1
215.46766662597656,-56.66718292236328,116.65541076660156,200.0,0
161.7174530029297,-156.66717529296875,91.65556335449219,200.0,1
180.88392639160156,-6.6671600341796875,66.65571594238281,200.0,0
152.1337127685547,-106.6671142578125,358.73724365234375,226.78009033203125,1
196.3001708984375,43.33293533325195,333.73785400390625,226.78009033203125,0
192.54995727539062,-56.667083740234375,308.73846435546875,226.78009033203125,1
261.71636962890625,93.33277130126953,283.73907470703125,226.78009033203125,0
282.9661865234375,-6.667205810546875,258.73968505859375,226.78009033203125,0
254.21597290039062,-106.66716003417969,233.73947143554688,226.78009033203125,1
298.3824157714844,43.3328742980957,208.73916625976562,226.78009033203125,0
294.6322021484375,-56.667144775390625,183.73886108398438,226.78009033203125,0
240.8820037841797,-156.66714477539062,158.73855590820312,226.78009033203125,1
260.0484924316406,-6.6671295166015625,133.73825073242188,226.78009033203125,0
231.29827880859375,-106.66708374023438,108.7383041381836,226.78009033203125,1
275.4647216796875,43.33296585083008,83.73845672607422,226.78009033203125,0
271.7145080566406,-56.66705322265625,58.73855972290039,226.78009033203125,0
217.96434020996094,-156.66705322265625,324.9880676269531,150.23440551757812,1
237.1308135986328,-6.6670379638671875,299.9886779785156,150.23440551757812,0
208.380615234375,-106.6669921875,274.9892883300781,150.23440551757812,1
252.54713439941406,43.33305740356445,249.9896697998047,150.23440551757812,0
248.7969970703125,-56.666961669921875,224.98936462402344,150.23440551757812,0
195.04689025878906,-156.66696166992188,199.9890594482422,150.23440551757812,1
214.2134552001953,-6.6669464111328125,174.98875427246094,150.23440551757812,0
185.46336364746094,-106.66690063476562,149.9884490966797,150.23440551757812,1
229.6299285888672,43.33314895629883,124.98820495605469,150.23440551757812,0
225.87982177734375,-56.6668701171875,99.98835754394531,150.23440551757812,0
172.1297149658203,-156.6668701171875,74.98851013183594,150.23440551757812,1
191.29627990722656,-6.6668548583984375,341.6543273925781,173.6927947998047,0
162.5461883544922,-106.66680908203125,316.6549377441406,173.6927947998047,1
206.71279907226562,43.3332405090332,291.6555480957031,173.6927947998047,0
202.96278381347656,-56.666778564453125,266.6561584472656,173.6927947998047,0
149.21275329589844,-156.66677856445312,241.65623474121094,173.6927947998047,1
168.37942504882812,-6.6667633056640625,216.6559295654297,173.6927947998047,0
139.62939453125,-106.66671752929688,191.65562438964844,173.6927947998047,1
183.7960662841797,43.33333206176758,166.6553192138672,173.6927947998047,0
180.0460662841797,-56.66668701171875,141.65501403808594,173.6927947998047,0
126.29607391357422,-156.66668701171875,116.65492248535156,173.6927947998047,1
145.46275329589844,-6.6666717529296875,91.65507507324219,173.6927947998047,0
116.71275329589844,-106.6666259765625,66.65522766113281,173.6927947998047,1
160.8794403076172,43.33342361450195,358.73724365234375,141.8280487060547,0
157.1294403076172,-56.666595458984375,333.73785400390625,141.8280487060547,0
103.3794937133789,-156.66659545898438,308.73846435546875,141.8280487060547,1
122.54621124267578,-6.6665802001953125,283.73907470703125,141.8280487060547,0
93.7962646484375,-106.66653442382812,258.73968505859375,141.8280487060547,1
137.9630126953125,43.33351516723633,233.73947143554688,141.8280487060547,0
134.21311950683594,-56.66650390625,208.73916625976562,141.8280487060547,0
80.46321105957031,-156.66650390625,183.73886108398438,141.8280487060547,1
99.62997436523438,-6.6664886474609375,158.73855590820312,141.8280487060547,1
193.7965850830078,143.33303833007812,133.73825073242188,141.8280487060547,0
240.04647827148438,43.333072662353516,108.7383041381836,141.8280487060547,0
245.88768005371094,143.33303833007812,191.65611267089844,200.0,0
292.1374816894531,43.333072662353516,166.6558074951172,200.0,0
288.38726806640625,-56.66694641113281,141.65550231933594,200.0,0
234.63714599609375,-156.6669464111328,116.65541076660156,200.0,1
253.8037109375,-6.66693115234375,91.65556335449219,200.0,0
225.05361938476562,-106.66688537597656,66.65571594238281,200.0,1
269.22021484375,43.33314895629883,358.73724365234375,206.1387481689453,0
265.4701843261719,-56.6668701171875,333.73785400390625,206.1387481689453,0
211.72012329101562,-156.6668701171875,308.73846435546875,206.1387481689453,1
230.88668823242188,-6.6668548583984375,283.73907470703125,206.1387481689453,0
202.1365966796875,-106.66680908203125,258.73968505859375,206.1387481689453,1
246.30319213867188,43.3332405090332,233.73947143554688,206.1387481689453,0
242.5531768798828,-56.666778564453125,208.73916625976562,206.1387481689453,0
188.8031463623047,-156.66677856445312,183.73886108398438,206.1387481689453,1
207.96981811523438,-6.6667633056640625,158.73855590820312,206.1387481689453,0
179.21978759765625,-106.66671752929688,133.73825073242188,206.1387481689453,1
223.38645935058594,43.33333206176758,108.7383041381836,206.1387481689453,0
219.63645935058594,-56.66668701171875,83.73845672607422,206.1387481689453,0
165.88645935058594,-156.66668701171875,58.73855972290039,206.1387481689453,1
185.05313110351562,-6.6666717529296875,324.9880676269531,251.93792724609375,1
279.2196960449219,143.33302307128906,299.9886779785156,251.93792724609375,0
325.469482421875,43.33305740356445,274.9892883300781,251.93792724609375,0
321.7192687988281,-56.666961669921875,249.9896697998047,251.93792724609375,0
267.9691162109375,-156.66696166992188,224.98936462402344,251.93792724609375,1
287.1355895996094,-6.6669464111328125,199.9890594482422,251.93792724609375,0
258.3853759765625,-106.66690063476562,174.98875427246094,251.93792724609375,1
302.55194091796875,43.33314895629883,149.9884490966797,251.93792724609375,0
298.8019104003906,-56.6668701171875,124.98820495605469,251.93792724609375,0
245.0519256591797,-156.6668701171875,99.98835754394531,251.93792724609375,1
264.2185974121094,-6.6668548583984375,74.98851013183594,251.93792724609375,0
235.46849060058594,-106.66680908203125,341.6543273925781,136.65078735351562,0
196.71580505371094,43.33305740356445,191.65611267089844,200.0,0
192.9656982421875,-56.666961669921875,166.6558074951172,200.0,0
139.21559143066406,-156.66696166992188,141.65550231933594,200.0,1
158.3821563720703,-6.6669464111328125,116.65541076660156,200.0,0
129.63206481933594,-106.66690063476562,91.65556335449219,200.0,1
173.7986297607422,43.33314895629883,66.65571594238281,200.0,0
170.04852294921875,-56.6668701171875,358.73724365234375,159.9068145751953,0
203.80198669433594,-6.6670379638671875,191.65611267089844,200.0,0
175.05178833007812,-106.6669921875,166.6558074951172,200.0,1
219.2183074951172,43.33305740356445,141.65550231933594,200.0,0
215.46820068359375,-56.666961669921875,116.65541076660156,200.0,0
161.7180938720703,-156.66696166992188,91.65556335449219,200.0,1
180.88465881347656,-6.6669464111328125,66.65571594238281,200.0,0
152.1345672607422,-106.66690063476562,358.73724365234375,221.0050048828125,1
196.30113220214844,43.33314895629883,333.73785400390625,221.0050048828125,0
192.551025390625,-56.6668701171875,308.73846435546875,221.0050048828125,0
138.80091857910156,-156.6668701171875,283.73907470703125,221.0050048828125,1
157.9674835205078,-6.6668548583984375,258.73968505859375,221.0050048828125,1
252.1339874267578,143.3328399658203,233.73947143554688,221.0050048828125,0
298.3837890625,43.3328742980957,208.73916625976562,221.0050048828125,0
294.6335754394531,-56.667144775390625,183.73886108398438,221.0050048828125,0
240.8833770751953,-156.66714477539062,158.73855590820312,221.0050048828125,1
260.04986572265625,-6.6671295166015625,133.73825073242188,221.0050048828125,0
231.29965209960938,-106.66708374023438,108.7383041381836,221.0050048828125,0
152.5493927001953,-206.66729736328125,83.73845672607422,221.0050048828125,1
146.71575927734375,-56.667320251464844,58.73855972290039,221.0050048828125,1
215.88204956054688,93.3325424194336,324.9880676269531,154.03732299804688,0
237.13165283203125,-6.6674346923828125,299.9886779785156,154.03732299804688,0
208.38124084472656,-106.66738891601562,274.9892883300781,154.03732299804688,0
129.63082885742188,-206.6676025390625,249.9896697998047,154.03732299804688,1
123.79698944091797,-56.667625427246094,224.98936462402344,154.03732299804688,1
192.96311950683594,93.33223724365234,199.9890594482422,154.03732299804688,0
214.21261596679688,-6.6677398681640625,174.98875427246094,154.03732299804688,0
185.46209716796875,-106.66769409179688,149.9884490966797,154.03732299804688,1
229.6282501220703,43.33235549926758,124.98820495605469,154.03732299804688,0
225.87774658203125,-56.66766357421875,99.98835754394531,154.03732299804688,0
172.12725830078125,-156.66766357421875,74.98851013183594,154.03732299804688,1
191.2934112548828,-6.6676483154296875,341.6543273925781,221.2286834716797,0
162.5428924560547,-106.6676025390625,316.6549377441406,221.2286834716797,1
206.7091064453125,43.33244705200195,291.6555480957031,221.2286834716797,0
202.9586944580078,-56.667572021484375,266.6561584472656,221.2286834716797,0
149.2082977294922,-156.66757202148438,241.65623474121094,221.2286834716797,1
168.3745574951172,-6.6675567626953125,216.6559295654297,221.2286834716797,1
262.5406799316406,143.33213806152344,191.65562438964844,221.2286834716797,0
308.79010009765625,43.33217239379883,166.6553192138672,221.2286834716797,0
305.0394592285156,-56.6678466796875,141.65501403808594,221.2286834716797,0
251.2888641357422,-156.6678466796875,116.65492248535156,221.2286834716797,1
270.45489501953125,-6.6678314208984375,91.65507507324219,221.2286834716797,0
241.7042999267578,-106.66778564453125,66.65522766113281,221.2286834716797,0
162.95372009277344,-206.66799926757812,358.73724365234375,270.7003173828125,1
157.1196746826172,-56.66802215576172,333.73785400390625,270.7003173828125,1
226.28561401367188,93.33184051513672,308.73846435546875,270.7003173828125,0
247.53489685058594,-6.6681365966796875,283.73907470703125,270.7003173828125,0
218.7841796875,-106.6680908203125,258.73968505859375,270.7003173828125,1
262.9501953125,43.33195877075195,233.73947143554688,270.7003173828125,0
259.1995544433594,-56.668060302734375,208.73916625976562,270.7003173828125,0
205.44886779785156,-156.66806030273438,183.73886108398438,270.7003173828125,1
224.6148223876953,-6.6680450439453125,158.73855590820312,270.7003173828125,0
195.86410522460938,-106.66799926757812,133.73825073242188,270.7003173828125,1
